show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s00521,Movie,Desert Storm 188,Aarav Sharma,Priya Shah,India,"December 10, 2020",1995,G,135 min,Sports Movies,A movie about love and the unexpected challenges that change everything.
s00522,Movie,The Last Warrior 168,James Anderson,Riya Kapoor,Spain,"August 3, 2020",1993,TV-MA,90 min,Music and Musicals,A movie about justice and the unexpected challenges that change everything.
s00523,TV Show,The Last Kingdom 37,Neha Singh,Chris Taylor,United States,"July 1, 2019",2004,TV-14,3 Seasons,Crime TV Shows,A tv show about friendship and the unexpected challenges that change everything.
s00524,TV Show,Desert Storm 18,Karan Malhotra,Neha Patel,Mexico,"November 9, 2020",1991,R,6 Seasons,Crime TV Shows,A tv show about family and the unexpected challenges that change everything.
s00525,TV Show,Love in Paris 150,Daniel Lee,Sophia Martin,South Korea,"March 4, 2015",2021,G,2 Seasons,Comedies,A tv show about friendship and the unexpected challenges that change everything.
s00526,Movie,Mystery House 186,David Wilson,Various Artists,Singapore,"March 8, 2018",2014,NR,135 min,Romantic Movies,A movie about family and the unexpected challenges that change everything.
s00527,Movie,Winter Nights 260,Arjun Patel,Arjun Mehta,Canada,"May 13, 2018",2011,PG,101 min,Comedies,A movie about adventure and the unexpected challenges that change everything.
s00528,Movie,Into the Wild 135,James Anderson,David Wilson,Singapore,"September 13, 2015",2018,R,82 min,Sports Movies,A movie about justice and the unexpected challenges that change everything.
s00529,Movie,The Lost Treasure 88,Chris Taylor,John Smith,Singapore,"May 24, 2017",1993,NR,135 min,Crime TV Shows,A movie about family and the unexpected challenges that change everything.
s00530,TV Show,The Great Escape 3,Raj Mehta,Emily Stone,France,"April 2, 2017",2003,G,1 Season,Dramas,A tv show about family and the unexpected challenges that change everything.
s00531,TV Show,The Lost Treasure 121,Robert Davis,Various Artists,Australia,"November 13, 2019",1990,R,6 Seasons,Sports Movies,A tv show about survival and the unexpected challenges that change everything.
s00532,TV Show,Beyond the Horizon 38,Aarav Sharma,Sarah Lee,Singapore,"June 26, 2019",2010,NR,3 Seasons,Music and Musicals,A tv show about survival and the unexpected challenges that change everything.
s00533,TV Show,Desert Storm 133,Chris Taylor,Emily Stone,India,"October 4, 2017",2006,R,1 Season,Crime TV Shows,A tv show about survival and the unexpected challenges that change everything.
s00534,Movie,Dangerous Game 242,Robert Davis,Rahul Sharma,Australia,"August 30, 2020",1996,PG,82 min,Comedies,A movie about love and the unexpected challenges that change everything.
s00535,TV Show,The Great Escape 84,Michael Brown,Emma Clark,India,"June 8, 2021",2008,PG-13,5 Seasons,Horror Movies,A tv show about adventure and the unexpected challenges that change everything.
s00536,TV Show,The Last Kingdom 69,James Anderson,Daniel Kim,Germany,"March 13, 2017",1990,R,6 Seasons,Crime TV Shows,A tv show about family and the unexpected challenges that change everything.
s00537,TV Show,Winter Nights 140,Neha Singh,Ananya Singh,Italy,"July 15, 2015",2017,TV-14,8 Seasons,Sports Movies,A tv show about justice and the unexpected challenges that change everything.
s00538,Movie,Future World 234,Karan Malhotra,Amit Verma,Germany,"May 19, 2021",2012,TV-MA,150 min,Comedies,A movie about ambition and the unexpected challenges that change everything.
s00539,Movie,Dangerous Game 277,Arjun Patel,Various Artists,Brazil,"August 16, 2019",2018,TV-PG,90 min,Thrillers,A movie about family and the unexpected challenges that change everything.
s00540,Movie,Dark Secrets 52,Anil Verma,Various Artists,France,"March 28, 2020",2013,G,95 min,Children and Family Movies,A movie about ambition and the unexpected challenges that change everything.
s00541,TV Show,The Forgotten Path 237,Robert Davis,Chris Taylor,Brazil,"January 9, 2021",2012,TV-PG,2 Seasons,Anime Series,A tv show about mystery and the unexpected challenges that change everything.
s00542,Movie,Dangerous Game 32,Riya Sharma,Arjun Mehta,Mexico,"January 12, 2020",2012,R,95 min,Horror Movies,A movie about mystery and the unexpected challenges that change everything.
s00543,Movie,Future World 110,Sofia Martin,Amit Verma,Mexico,"April 21, 2019",1999,TV-PG,150 min,Crime TV Shows,A movie about family and the unexpected challenges that change everything.
s00544,Movie,Winter Nights 295,Sofia Martin,Rahul Sharma,Germany,"April 15, 2018",2005,G,150 min,Sci-Fi and Fantasy,A movie about ambition and the unexpected challenges that change everything.
s00545,Movie,The Lost Treasure 213,Raj Mehta,Various Artists,India,"November 14, 2020",2018,TV-MA,120 min,Thrillers,A movie about friendship and the unexpected challenges that change everything.
s00546,Movie,Future World 6,Aarav Sharma,Daniel Kim,Japan,"May 17, 2015",2008,TV-PG,101 min,Children and Family Movies,A movie about love and the unexpected challenges that change everything.
s00547,Movie,Dangerous Game 35,Aarav Sharma,Olivia James,Canada,"November 26, 2020",1996,TV-MA,110 min,Sports Movies,A movie about family and the unexpected challenges that change everything.
s00548,Movie,The Last Warrior 118,Riya Sharma,Sarah Lee,Mexico,"October 23, 2016",1994,G,95 min,Sci-Fi and Fantasy,A movie about friendship and the unexpected challenges that change everything.
s00549,Movie,Edge of Tomorrow 76,James Anderson,David Wilson,France,"March 28, 2015",2012,PG,150 min,Comedies,A movie about friendship and the unexpected challenges that change everything.
s00550,TV Show,The Golden Road 214,Emma Johnson,Daniel Kim,Spain,"September 27, 2021",1998,NR,8 Seasons,Documentaries,A tv show about survival and the unexpected challenges that change everything.
s00551,Movie,Winter Nights 239,Riya Sharma,Vikram Singh,Canada,"August 1, 2018",1994,R,101 min,Sports Movies,A movie about love and the unexpected challenges that change everything.
s00552,TV Show,Future World 112,John Carter,Priya Shah,United Kingdom,"May 9, 2016",2012,TV-14,4 Seasons,Comedies,A tv show about ambition and the unexpected challenges that change everything.
s00553,Movie,A New Beginning 247,Riya Sharma,Michael Brown,United Kingdom,"December 4, 2017",1997,TV-PG,101 min,Dramas,A movie about survival and the unexpected challenges that change everything.
s00554,Movie,Rise of the Phoenix 134,Michael Brown,Ananya Singh,United Kingdom,"August 19, 2016",2001,PG,75 min,Sci-Fi and Fantasy,A movie about justice and the unexpected challenges that change everything.
s00555,TV Show,The Lost Treasure 150,Riya Sharma,Riya Kapoor,India,"June 18, 2019",2011,PG,5 Seasons,Documentaries,A tv show about love and the unexpected challenges that change everything.
s00556,Movie,Code Zero 209,John Carter,Various Artists,United Kingdom,"October 16, 2015",2019,G,150 min,Stand-Up Comedy,A movie about family and the unexpected challenges that change everything.
s00557,Movie,Beyond the Horizon 122,Daniel Lee,Daniel Kim,Italy,"April 1, 2021",1999,PG,110 min,International TV Shows,A movie about mystery and the unexpected challenges that change everything.
s00558,Movie,The Final Mission 115,Karan Malhotra,Sophia Martin,Australia,"July 23, 2020",1993,TV-MA,82 min,International TV Shows,A movie about justice and the unexpected challenges that change everything.
s00559,TV Show,Ocean of Fire 201,Daniel Lee,Ananya Singh,Italy,"November 4, 2016",1999,PG,4 Seasons,International Movies,A tv show about ambition and the unexpected challenges that change everything.
s00560,Movie,A New Beginning 167,Riya Sharma,Olivia James,United States,"March 3, 2021",2012,PG,150 min,Sports Movies,A movie about justice and the unexpected challenges that change everything.
s00561,Movie,Midnight in Mumbai 118,Robert Davis,Daniel Kim,South Korea,"May 27, 2015",2004,TV-14,82 min,Romantic Movies,A movie about friendship and the unexpected challenges that change everything.
s00562,Movie,Mystery House 152,John Carter,Daniel Kim,Italy,"February 16, 2016",1997,R,120 min,International Movies,A movie about adventure and the unexpected challenges that change everything.
s00563,Movie,Into the Wild 137,Neha Singh,John Smith,Mexico,"August 7, 2021",2004,TV-PG,75 min,Sports Movies,A movie about survival and the unexpected challenges that change everything.
s00564,Movie,Midnight in Mumbai 195,John Carter,John Smith,United States,"January 19, 2015",1999,TV-PG,101 min,Action and Adventure,A movie about adventure and the unexpected challenges that change everything.
s00565,Movie,Edge of Tomorrow 175,Emma Johnson,Emma Clark,France,"May 13, 2020",1999,NR,120 min,Anime Series,A movie about survival and the unexpected challenges that change everything.
s00566,Movie,The Silent Witness 141,James Anderson,Emily Stone,Australia,"March 24, 2016",2011,TV-MA,82 min,Comedies,A movie about family and the unexpected challenges that change everything.
s00567,Movie,Beyond the Horizon 93,Karan Malhotra,Emily Stone,Japan,"April 4, 2020",2005,PG-13,82 min,Sci-Fi and Fantasy,A movie about justice and the unexpected challenges that change everything.
s00568,Movie,Dark Secrets 205,James Anderson,Raj Kumar,Germany,"August 27, 2015",2005,TV-PG,150 min,Documentaries,A movie about love and the unexpected challenges that change everything.
s00569,TV Show,The Golden Road 245,James Anderson,Rahul Sharma,Japan,"December 27, 2018",2021,TV-PG,3 Seasons,International TV Shows,A tv show about friendship and the unexpected challenges that change everything.
s00570,Movie,Into the Wild 128,Riya Sharma,Amit Verma,India,"October 22, 2015",2013,TV-MA,75 min,Stand-Up Comedy,A movie about family and the unexpected challenges that change everything.
s00571,Movie,Hidden Truth 71,Priya Kapoor,Riya Kapoor,Canada,"August 26, 2020",2002,G,150 min,Thrillers,A movie about love and the unexpected challenges that change everything.
s00572,TV Show,City of Dreams 282,Daniel Lee,Vikram Singh,Singapore,"September 10, 2018",2006,PG-13,2 Seasons,International Movies,A tv show about love and the unexpected challenges that change everything.
s00573,Movie,Future World 103,Aarav Sharma,Rahul Sharma,Germany,"October 27, 2017",2010,TV-14,101 min,Action and Adventure,A movie about mystery and the unexpected challenges that change everything.
s00574,Movie,The Last Kingdom 241,Priya Kapoor,Neha Patel,Germany,"July 12, 2015",2019,PG,110 min,Thrillers,A movie about adventure and the unexpected challenges that change everything.
s00575,TV Show,The Last Kingdom 171,Robert Davis,Vikram Singh,India,"June 12, 2016",2014,R,3 Seasons,Music and Musicals,A tv show about justice and the unexpected challenges that change everything.
s00576,TV Show,The Forgotten Path 253,Robert Davis,Neha Patel,United Kingdom,"September 8, 2015",1992,PG,8 Seasons,Crime TV Shows,A tv show about ambition and the unexpected challenges that change everything.
s00577,Movie,City of Dreams 282,Raj Mehta,Arjun Mehta,Canada,"July 19, 2020",2017,R,120 min,Children and Family Movies,A movie about survival and the unexpected challenges that change everything.
s00578,TV Show,Shadow of the Past 25,Anil Verma,Sophia Martin,Germany,"March 13, 2018",2011,NR,3 Seasons,Sci-Fi and Fantasy,A tv show about justice and the unexpected challenges that change everything.
s00579,Movie,Into the Wild 120,Sarah Williams,Priya Shah,Italy,"January 1, 2018",2013,TV-14,101 min,Thrillers,A movie about adventure and the unexpected challenges that change everything.
s00580,Movie,A New Beginning 86,John Carter,John Smith,United States,"May 19, 2016",2005,TV-MA,120 min,Horror Movies,A movie about friendship and the unexpected challenges that change everything.
s00581,Movie,Into the Wild 118,Emma Johnson,Rahul Sharma,Australia,"October 8, 2021",1998,NR,90 min,International TV Shows,A movie about ambition and the unexpected challenges that change everything.
s00582,TV Show,Ocean of Fire 206,Robert Davis,Amit Verma,Germany,"May 7, 2018",2018,TV-14,4 Seasons,International TV Shows,A tv show about friendship and the unexpected challenges that change everything.
s00583,Movie,Future World 147,Daniel Lee,Vikram Singh,Italy,"December 5, 2015",1991,TV-PG,150 min,Thrillers,A movie about justice and the unexpected challenges that change everything.
s00584,Movie,City of Dreams 271,David Wilson,Neha Patel,Spain,"March 4, 2016",1992,TV-PG,135 min,International TV Shows,A movie about friendship and the unexpected challenges that change everything.
s00585,Movie,Ocean of Fire 181,Arjun Patel,Sarah Lee,India,"May 19, 2015",2003,PG-13,110 min,Documentaries,A movie about friendship and the unexpected challenges that change everything.
s00586,Movie,Future World 57,Priya Kapoor,Various Artists,Brazil,"June 25, 2016",1997,PG,120 min,Music and Musicals,A movie about justice and the unexpected challenges that change everything.
s00587,Movie,The Secret Island 48,Aarav Sharma,Ananya Singh,Italy,"October 18, 2021",1991,PG,82 min,Children and Family Movies,A movie about mystery and the unexpected challenges that change everything.
s00588,Movie,Broken Hearts 292,Riya Sharma,Neha Patel,United Kingdom,"February 10, 2021",2004,G,120 min,International TV Shows,A movie about family and the unexpected challenges that change everything.
s00589,Movie,Code Zero 116,Emma Johnson,David Wilson,Canada,"January 1, 2017",2014,G,110 min,International TV Shows,A movie about justice and the unexpected challenges that change everything.
s00590,Movie,The Lost Treasure 82,Arjun Patel,Vikram Singh,United States,"November 15, 2016",1991,TV-PG,135 min,Romantic Movies,A movie about adventure and the unexpected challenges that change everything.
s00591,Movie,Lost in the Stars 45,Karan Malhotra,Michael Brown,Canada,"July 8, 2021",2011,TV-PG,90 min,Romantic Movies,A movie about survival and the unexpected challenges that change everything.
s00592,Movie,The Last Warrior 20,Sarah Williams,Sarah Lee,France,"July 10, 2021",2021,PG,82 min,Music and Musicals,A movie about justice and the unexpected challenges that change everything.
